CpGmarker,CoefficientTraining,CoefficientTrainingShrunk,varByCpG,minByCpG,maxByCpG,medianByCpG,medianByCpGYoung,medianByCpGOld,Gene_ID,GenomeBuild,Chr,MapInfo,SourceVersion,TSS_Coordinate,Gene_Strand,Symbol,Synonym,Accession,GID,Annotation,Product,Marginal Age Relationship,chr.coord_hg19,H3K27ac,H3K4me3,H3K36me3,H3K27me3,H3K9ac,H3K4me1,H3K9me3,RNF2,EZH2,RNA,Replication_timing,LaminB1,Gene_body,CGI,Shore,Shelf,ChrHMM_state,ChrHMM_state_reann
cg18055007,0.037915414,NA,0.0085,0,0.86,0.13,0.13,0.13,23564,36,6,31806205,36.1,31806018,-,DDAH2,G6a; DDAH; NG30; DDAHII;,NM_013974.1,GI:7524353,###############################################################################################################################################################################################################################################################,dimethylarginine dimethylaminohydrolase 2,positive,chr6:31698226,0.0420366599472789,-0.285845921080802,3.08872072200282,-0.606464337373739,-0.306163888051754,0.738329735069451,-0.512763864362764,0.0761558994186378,-0.578703743555945,-0.107875141526797,84.471305847168,3.40172035766939,Yes,Yes,No,No,9,Transcribed/regulatory
cg18139769,-0.089986969,NA,0.0048,0.055,0.9,0.51,0.52,0.5,8910,36,7,94124891,36.1,94123414,-,SGCE,ESG; DYT11;,NM_003919.1,GI:10835046,###############################################################################################################################################################################################################################################################,sarcoglycan; epsilon,negative,chr7:94286955,-0.814569495596325,-0.23538262215225,-0.172775958972608,-0.271336332513521,-0.687468672258291,-0.497521053622117,0.712278502928186,-0.307330818661753,0.521980414175112,-0.429456221072508,66.1882019042969,0.35124174023155,Yes,No,Yes,No,2,Promoter
cg18180783,0.121873904,0.093105189,0.0035,0,0.99,0.92,0.91,0.92,58529,36,10,75072326,36.1,75071521,-,MYOZ1,CS-2; FATZ; MYOZ; myozenin;,NM_021245.2,GI:21359948,calsarcin-2; go_component: nucleus; go_function: structural molecule activity,myozenin 1,positive,chr10:75402320,-0.762904978569001,-0.980398463710511,0.320942608103178,-0.0202126301518285,-0.914329127818694,-1.03221929937413,-0.534660214470566,-0.742160687132978,-0.209879022243636,-0.419642557742483,83.8630547083524,1.34364207614871,No,No,No,No,25,Quiescent/low
cg18328933,-0.37048069,-0.177608179,0.02,0.021,0.96,0.63,0.65,0.61,25864,36,3,51983578,36.1,51984124,+,ABHD14A,DORZ1; DKFZP564O243;,NM_015407.3,GI:34147328,go_function: hydrolase activity; go_process: aromatic compound metabolism,abhydrolase domain containing 14A,negative,chr3:52008538,-0.471727480554978,-0.187491263324784,-0.369819203570893,-0.67151598937454,-0.21991815553786,0.657239183288466,-0.0238879664022804,-0.127352274397853,-0.458091972314534,-0.357709200863914,84.3925842323208,2.35499431864741,Yes,No,Yes,No,2,Promoter
cg18440048,0.356369685,0.249750042,0.0045,0.027,0.59,0.13,0.12,0.15,7621,36,22,22423826,36.1,22423279,-,ZNF70,Cos17; MGC48959;,NM_021916.2,GI:31340618,zinc finger protein N27C7-1; go_component: nucleus; go_function: zinc ion binding; go_function: metal ion binding; go_function: transcription factor activity; go_process: transcription; go_process: regulation of transcription; DNA-dependent,zinc finger protein 70,positive,chr22:24093826,0.00195506137850368,-0.253831843335483,-0.0801934248705216,-0.370255517128887,-0.243531812197445,-0.0353932829263591,-0.724462905092446,0.431261355001848,-0.386094989229703,-0.326979470973109,75.1502380371094,1.44256710931096,No,No,Yes,No,2,Promoter
cg18573383,0.554265536,NA,0.0016,0,0.49,0.07,0.055,0.089,3747,36,12,73889668,36.1,73889778,-,KCNC2,KV3.2;,NM_139137.2,GI:24497455,###############################################################################################################################################################################################################################################################,Shaw-related voltage-gated potassium channel protein 2 isoform KV3.2b,positive,chr12:75603401,-0.844306895242857,-0.859427534422046,0.402489030503736,2.64217849192901,-0.982061520575318,-0.517713273244223,1.35529447239996,-0.918648635925474,0.198849658914245,-0.439261680600165,54.2549971107236,2.41953549216917,Yes,No,Yes,No,24,Repressed polycomb
cg18956095,-0.478583455,NA,0.00051,0.02,0.35,0.081,0.082,0.081,11244,36,8,124356292,36.1,124355728,-,ZHX1,,NM_007222.3,GI:63079679,###############################################################################################################################################################################################################################################################,zinc fingers and homeoboxes 1,negative,chr8:124287111,0.598916829337943,2.06737688596334,-0.159754302352064,-0.348208371149525,0.320653553035287,0.059056266030853,0.0623122560939046,0.113880447869095,-0.368924391444744,-0.397390867180267,77.3977813720703,-0.0615313478395981,Yes,Yes,No,No,1,Active TSS
cg18983672,0.201888482,0.030218972,0.012,0.0016,1,0.88,0.86,0.89,2301,36,1,47653843,36.1,47654331,+,FOXE3,ASMD; FKHL12; FREAC8;,NM_012186.1,GI:11386196,Forkhead; drosophila; homolog-like 12; forkhead (Drosophila)-like 12; go_component: nucleus; go_function: transcription factor activity; go_process: development; go_process: transcription; go_process: regulation of transcription; DNA-dependent,forkhead box E3,positive,chr1:47881256,-0.87084356296626,-0.900909349167929,-0.237674992805722,0.449494518658714,-0.838810983268438,-0.797396498167433,-0.103396281824564,-0.507882716879677,0.427828546585655,-0.439261680600165,63.279670715332,1.37596332756638,No,No,Yes,No,24,Repressed polycomb
cg18984151,0.315009523,0.086714287,0.0042,0.014,0.78,0.19,0.18,0.2,54859,36,3,47530480,36.1,47530188,-,TMEM103,FLJ20211;,NM_001031703.1,GI:72534695,isoform 1 is encoded by transcript variant 1,hypothetical protein LOC54859 isoform 1,positive,chr3:47555476,-0.519930511360226,-0.292451410520807,-0.389795384007284,-0.636618411469084,-0.0837241231596898,-0.505756562342209,-0.755326014499852,0.219614467428052,-0.151336165243954,-0.439261680600165,79.290196406871,0.617474331288254,No,No,Yes,No,2,Promoter
cg19008809,0.590929745,0.327085225,0.0041,0,0.96,0.045,0.042,0.048,51460,36,3,53055722,36.1,53055110,-,SFMBT1,RU1; SFMBT; DKFZp434L243;,NM_001005158.1,GI:53692190,Scm-related gene containing four mbt domains; Scm-related gene product containing four mbt domains; go_component: nucleus; go_process: regulation of transcription,Scm-like with four mbt domains 1,positive,chr3:53080682,0.385236423230219,0.724282241428093,-0.000877219225227297,0.504121527424748,0.321153238543524,1.11900589807828,-0.121010209641727,0.552649033749317,0.0580767412101549,-0.0949355212617172,79.4098774060941,3.18747797781034,Yes,Yes,No,No,2,Promoter
cg19044674,-0.055931441,NA,9e-04,0.0069,0.28,0.07,0.069,0.071,64175,36,1,43005215,36.1,43005270,-,LEPRE1,P3H1; GROS1; MGC117314;,NM_022356.2,GI:21361917,###############################################################################################################################################################################################################################################################,leucine proline-enriched proteoglycan (leprecan) 1,negative,chr1:43232628,0.456996623090947,1.65692557292363,0.290683936530995,-0.504546759216144,1.01116633342893,-0.261440470039375,0.112506708059544,0.290702737723384,-0.286117448024629,0.469630002517546,67.8418448964259,1.02863651408957,Yes,Yes,No,No,1,Active TSS
cg19046959,-0.069773889,NA,0.0092,0.013,0.96,0.07,0.1,0.063,1296,36,1,36338443,36.1,36338437,-,COL8A2,FECD; PPCD; PPCD2; FLJ00201; MGC116970; MGC116972;,NM_005202.1,GI:32964829,###############################################################################################################################################################################################################################################################,collagen; type VIII; alpha 2,negative,chr1:36565856,-0.832605808148685,-0.883161218562488,-0.454766975987719,-0.586334263637984,-0.58697299552137,-0.462049834159204,-0.362208835304553,-0.114629471679301,-0.099864638643399,-0.425963805033255,84.5154037475586,2.54255160907054,Yes,No,No,No,16,Weak enhancer
cg19167673,-0.47038013,-0.651470434,0.0021,0,0.67,0.077,0.064,0.086,5155,36,22,37970781,36.1,37970936,-,PDGFB,SIS; SSV; PDGF2; c-sis; FLJ12858;,NM_033016.1,GI:15451785,###############################################################################################################################################################################################################################################################,platelet-derived growth factor beta isoform 2; preproprotein,positive,chr22:39640835,-0.588904636160357,-0.19171315838725,0.173896869110478,0.873858351222145,-0.589288193492118,0.419580929445195,-0.774673504536605,0.243041220741522,0.728793920085333,-0.439261680600165,82.569953918457,0.706671084823927,No,Yes,No,No,23,Bivalent promoter
cg19273182,-0.754588838,NA,0.00049,0,0.35,0.049,0.042,0.056,64895,36,2,60836921,36.1,60836887,+,PAPOLG,FLJ11805; FLJ12972; FLJ13482; FLJ14187;,NM_022894.2,GI:16306567,###############################################################################################################################################################################################################################################################,poly(A) polymerase gamma,positive,chr2:60983417,0.881992695339685,0.272393578317577,0.689327573382766,-0.641928856074346,0.249361474156842,0.114494462570573,-0.259184337058604,0.373880664440466,0.00401830300804978,0.972306856947097,51.0097046088697,0.61048472618276,Yes,Yes,No,No,3,Promoter
cg19305227,0.019259662,NA,0.0078,0.032,0.97,0.84,0.83,0.85,9153,36,15,43331627,36.1,43331726,+,SLC28A2,CNT2; HCNT2; SPNT1; HsT17153;,NM_004212.1,GI:4759131,###############################################################################################################################################################################################################################################################,solute carrier family 28 (sodium-coupled nucleoside transporter); member 2,positive,chr15:45544335,-0.837660353352023,-0.799250969363824,1.24660229634101,-0.260351831435609,-0.922760108305536,-1.03357134098745,0.787778206474952,-0.772834490933901,-0.512405687501475,-0.412016760520864,47.7615656959743,1.74736622373764,No,No,No,No,25,Quiescent/low
cg19346193,0.149635977,NA,0.013,0.029,0.97,0.87,0.88,0.86,7390,36,10,127503180,36.1,127501757,-,UROS,,NM_000375.1,GI:4557872,go_function: lyase activity; go_function: uroporphyrinogen-III synthase activity; go_process: heme biosynthesis; go_process: uroporphyrinogen III biosynthesis,uroporphyrinogen III synthase,positive,chr10:127513190,-0.635748416006817,-0.909272990939787,-0.398918856239412,-0.647205169315433,-0.476710208867886,0.315833011858586,-0.401226143176236,-0.346662721802722,-0.299724921011114,0.0467951041361341,53.2107543945312,-0.923938447267042,Yes,No,Yes,No,9,Transcribed/regulatory
cg19420968,0.098912421,NA,0.003,0.33,0.99,0.93,0.93,0.91,3061,36,1,31857551,36.1,31857228,+,HCRTR1,OX1R;,NM_001525.1,GI:4557636,###############################################################################################################################################################################################################################################################,orexin receptor 1,negative,chr1:32084964,-0.814380878055316,-0.763134165489823,-0.127871255364031,0.905349304482995,-0.838720904751382,-0.864631038989208,0.328519887348604,-0.341573398154674,0.0842028753340739,-0.322721065787638,83.028076171875,0.424798358447606,Yes,No,Yes,No,25,Quiescent/low
cg19478743,0.122668557,NA,0.00064,0.0056,0.98,0.05,0.046,0.053,58191,36,17,4589396,36.1,4589863,-,CXCL16,SRPSOX; CXCLG16; SR-PSOX;,NM_022059.1,GI:11545764,###############################################################################################################################################################################################################################################################,chemokine (C-X-C motif) ligand 16,positive,chr17:4642647,1.26716492433166,0.987266163133086,0.55865918899284,0.0627893827848968,0.996127104253162,0.953243742346405,-0.20513789117817,0.798539416405758,-0.0574291043561836,1.2661879122039,73.798137655282,2.73681040254588,Yes,Yes,No,No,2,Promoter
cg19514928,-0.005027927,NA,0.00062,0,0.62,0.055,0.052,0.059,148534,36,1,95356224,36.1,95355572,+,TMEM56,FLJ31842; MGC102912;,NM_152487.1,GI:22749022,go_component: integral to membrane,transmembrane protein 56,positive,chr1:95583636,-0.645257755567296,-0.376934213356551,-0.545759624526172,1.6311293600562,-0.434858748113734,0.457871614270179,0.2230374687003,0.622944915326817,0.999261962335158,-0.411949067188063,76.8307872971989,0.628853027213843,Yes,No,Yes,No,3,Promoter
cg19569684,-0.286095083,NA,0.014,0.0013,0.97,0.85,0.87,0.82,51237,36,5,138754318,36.1,138753501,-,PACAP,FLJ32987; MGC29506;,NM_016459.2,GI:24475968,caspase-2 binding protein; HSPC190,proapoptotic caspase adaptor protein,negative,chr5:138726419,-0.322632308827718,-0.840231536718345,0.0619557136397328,-0.510116822011641,-0.502631386335392,0.0132336498127929,-0.391586648709241,-0.666299125073152,-0.389868589110382,-0.429456221072508,83.683900676166,1.68136570991137,Yes,No,Yes,No,15,Active enhancer
cg19692710,0.021362462,NA,0.017,0.00099,0.97,0.8,0.79,0.81,374407,36,11,73339568,36.1,73339012,+,DNAJB13,TSARG5; TSARG6; FLJ46748;,NM_153614.2,GI:39204546,1700014P03Rik; go_function: unfolded protein binding; go_function: heat shock protein binding; go_process: protein folding,testis spermatogenesis apoptosis-related protein 6,positive,chr11:73661920,-0.841539920257081,-0.9113433480753,-0.431619689739643,-0.57221899701803,-0.814133501459631,-0.712267942536439,-0.440423460753266,-0.54444585076524,-0.196466670770121,-0.439261680600165,81.9406967163086,1.40403508089051,Yes,No,No,No,25,Quiescent/low
cg19706682,-0.103539266,NA,0.0026,0,0.64,0.091,0.093,0.09,123872,36,16,82736832,36.1,82736423,+,LRRC50,FLJ25330; DKFZp434A119;,NM_178452.3,GI:40255219,synonyms: FLJ25330; DKFZp434A119,leucine rich repeat containing 50,negative,chr16:84179331,-0.655268378091044,-0.656494763553418,-0.659621474411314,-0.605526838009441,-0.152722689787339,-0.0934587871391881,-0.287710542716509,-0.117807394171065,-0.483610583525928,-0.439261680600165,69.1508251199699,0.893084716136269,Yes,No,Yes,No,23,Bivalent promoter
cg19722847,-0.452037396,-0.672425548,0.0083,0.017,0.68,0.12,0.16,0.1,10526,36,12,30740381,36.1,30740018,-,IPO8,RANBP8;,NM_006390.2,GI:53759102,###############################################################################################################################################################################################################################################################,importin 8,negative,chr12:30849114,0.114975526415464,1.10080211548674,-0.538851880662462,-0.645880072255751,0.59579350769078,-0.117209359015612,-0.144476977291248,0.17090979137804,0.250792430091882,-0.408965597034034,48.0704498291016,0.0892444572338755,No,No,Yes,No,2,Promoter
